,Model_ID,Name,Publication
794,NMLCL000873,Layer 5 Continuous Non-accommodating Double Bouquet Cell (2),"Markram, et. al. (2015)"
795,NMLCL000874,Layer 5 Continuous Non-accommodating Double Bouquet Cell (3),"Markram, et. al. (2015)"
796,NMLCL000875,Layer 5 Continuous Non-accommodating Double Bouquet Cell (4),"Markram, et. al. (2015)"
797,NMLCL000876,Layer 5 Continuous Non-accommodating Double Bouquet Cell (5),"Markram, et. al. (2015)"
798,NMLCL000877,Layer 5 Continuous Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
799,NMLCL000878,Layer 5 Continuous Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
800,NMLCL000879,Layer 5 Continuous Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
801,NMLCL000880,Layer 5 Continuous Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
802,NMLCL000881,Layer 5 Continuous Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
803,NMLCL000882,Layer 5 Continuous Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
804,NMLCL000883,Layer 5 Continuous Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
805,NMLCL000884,Layer 5 Continuous Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
806,NMLCL000885,Layer 5 Continuous Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
807,NMLCL000886,Layer 5 Continuous Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
808,NMLCL000887,Layer 5 Continuous Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
809,NMLCL000888,Layer 5 Continuous Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
810,NMLCL000889,Layer 5 Continuous Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
811,NMLCL000890,Layer 5 Continuous Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
812,NMLCL000891,Layer 5 Continuous Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
813,NMLCL000892,Layer 5 Continuous Non-accommodating Neurogliaform Cell (1),"Markram, et. al. (2015)"
814,NMLCL000893,Layer 5 Continuous Non-accommodating Neurogliaform Cell (2),"Markram, et. al. (2015)"
815,NMLCL000894,Layer 5 Continuous Non-accommodating Neurogliaform Cell (3),"Markram, et. al. (2015)"
816,NMLCL000895,Layer 5 Continuous Non-accommodating Neurogliaform Cell (4),"Markram, et. al. (2015)"
817,NMLCL000896,Layer 5 Continuous Non-accommodating Neurogliaform Cell (5),"Markram, et. al. (2015)"
818,NMLCL000897,Layer 6 Continuous Non-accommodating Bipolar Cell (1),"Markram, et. al. (2015)"
819,NMLCL000898,Layer 6 Continuous Non-accommodating Bipolar Cell (2),"Markram, et. al. (2015)"
820,NMLCL000899,Layer 6 Continuous Non-accommodating Bipolar Cell (3),"Markram, et. al. (2015)"
821,NMLCL000900,Layer 6 Continuous Non-accommodating Bipolar Cell (4),"Markram, et. al. (2015)"
822,NMLCL000901,Layer 6 Continuous Non-accommodating Bipolar Cell (5),"Markram, et. al. (2015)"
823,NMLCL000902,Layer 6 Continuous Non-accommodating Bitufted Cell (1),"Markram, et. al. (2015)"
824,NMLCL000903,Layer 6 Continuous Non-accommodating Bitufted Cell (2),"Markram, et. al. (2015)"
825,NMLCL000904,Layer 6 Continuous Non-accommodating Bitufted Cell (3),"Markram, et. al. (2015)"
826,NMLCL000905,Layer 6 Continuous Non-accommodating Bitufted Cell (4),"Markram, et. al. (2015)"
827,NMLCL000906,Layer 6 Continuous Non-accommodating Bitufted Cell (5),"Markram, et. al. (2015)"
828,NMLCL000907,Layer 6 Continuous Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
829,NMLCL000908,Layer 6 Continuous Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
830,NMLCL000909,Layer 6 Continuous Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
831,NMLCL000910,Layer 6 Continuous Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
832,NMLCL000911,Layer 6 Continuous Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
833,NMLCL000912,Layer 6 Continuous Non-accommodating Double Bouquet Cell (1),"Markram, et. al. (2015)"
834,NMLCL000913,Layer 6 Continuous Non-accommodating Double Bouquet Cell (2),"Markram, et. al. (2015)"
835,NMLCL000914,Layer 6 Continuous Non-accommodating Double Bouquet Cell (3),"Markram, et. al. (2015)"
836,NMLCL000915,Layer 6 Continuous Non-accommodating Double Bouquet Cell (4),"Markram, et. al. (2015)"
837,NMLCL000916,Layer 6 Continuous Non-accommodating Double Bouquet Cell (5),"Markram, et. al. (2015)"
838,NMLCL000917,Layer 6 Continuous Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
839,NMLCL000918,Layer 6 Continuous Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
840,NMLCL000919,Layer 6 Continuous Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
841,NMLCL000920,Layer 6 Continuous Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
842,NMLCL000921,Layer 6 Continuous Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
843,NMLCL000922,Layer 6 Continuous Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
844,NMLCL000923,Layer 6 Continuous Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
845,NMLCL000924,Layer 6 Continuous Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
846,NMLCL000925,Layer 6 Continuous Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
847,NMLCL000926,Layer 6 Continuous Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
848,NMLCL000927,Layer 6 Continuous Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
849,NMLCL000928,Layer 6 Continuous Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
850,NMLCL000929,Layer 6 Continuous Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
851,NMLCL000930,Layer 6 Continuous Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
852,NMLCL000931,Layer 6 Continuous Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
853,NMLCL000932,Layer 6 Continuous Non-accommodating Neurogliaform Cell (1),"Markram, et. al. (2015)"
854,NMLCL000933,Layer 6 Continuous Non-accommodating Neurogliaform Cell (2),"Markram, et. al. (2015)"
855,NMLCL000934,Layer 6 Continuous Non-accommodating Neurogliaform Cell (3),"Markram, et. al. (2015)"
856,NMLCL000935,Layer 6 Continuous Non-accommodating Neurogliaform Cell (4),"Markram, et. al. (2015)"
857,NMLCL000936,Layer 6 Continuous Non-accommodating Neurogliaform Cell (5),"Markram, et. al. (2015)"
858,NMLCL000937,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (1),"Markram, et. al. (2015)"
859,NMLCL000938,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (2),"Markram, et. al. (2015)"
860,NMLCL000939,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (3),"Markram, et. al. (2015)"
861,NMLCL000940,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (4),"Markram, et. al. (2015)"
862,NMLCL000941,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (5),"Markram, et. al. (2015)"
863,NMLCL000942,Layer 2/3 Continuous Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
864,NMLCL000943,Layer 2/3 Continuous Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
865,NMLCL000944,Layer 2/3 Continuous Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
866,NMLCL000945,Layer 2/3 Continuous Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
867,NMLCL000946,Layer 2/3 Continuous Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
868,NMLCL000947,Layer 2/3 Continuous Stuttering Neurogliaform Cell (1),"Markram, et. al. (2015)"
869,NMLCL000948,Layer 2/3 Continuous Stuttering Neurogliaform Cell (2),"Markram, et. al. (2015)"
870,NMLCL000949,Layer 2/3 Continuous Stuttering Neurogliaform Cell (3),"Markram, et. al. (2015)"
871,NMLCL000950,Layer 2/3 Continuous Stuttering Neurogliaform Cell (4),"Markram, et. al. (2015)"
872,NMLCL000951,Layer 2/3 Continuous Stuttering Neurogliaform Cell (5),"Markram, et. al. (2015)"
873,NMLCL000952,Layer 4 Continuous Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
874,NMLCL000953,Layer 4 Continuous Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
875,NMLCL000954,Layer 4 Continuous Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
876,NMLCL000955,Layer 4 Continuous Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
877,NMLCL000956,Layer 4 Continuous Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
878,NMLCL000957,Layer 4 Continuous Stuttering Neurogliaform Cell (1),"Markram, et. al. (2015)"
879,NMLCL000958,Layer 4 Continuous Stuttering Neurogliaform Cell (2),"Markram, et. al. (2015)"
880,NMLCL000959,Layer 4 Continuous Stuttering Neurogliaform Cell (3),"Markram, et. al. (2015)"
881,NMLCL000960,Layer 4 Continuous Stuttering Neurogliaform Cell (4),"Markram, et. al. (2015)"
882,NMLCL000961,Layer 4 Continuous Stuttering Neurogliaform Cell (5),"Markram, et. al. (2015)"
883,NMLCL000962,Layer 5 Continuous Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
884,NMLCL000963,Layer 5 Continuous Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
885,NMLCL000964,Layer 5 Continuous Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
886,NMLCL000965,Layer 5 Continuous Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
887,NMLCL000966,Layer 5 Continuous Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
888,NMLCL000967,Layer 5 Continuous Stuttering Martinotti Cell (1),"Markram, et. al. (2015)"
889,NMLCL000968,Layer 5 Continuous Stuttering Martinotti Cell (2),"Markram, et. al. (2015)"
890,NMLCL000969,Layer 5 Continuous Stuttering Martinotti Cell (3),"Markram, et. al. (2015)"
891,NMLCL000970,Layer 5 Continuous Stuttering Martinotti Cell (4),"Markram, et. al. (2015)"
892,NMLCL000971,Layer 5 Continuous Stuttering Martinotti Cell (5),"Markram, et. al. (2015)"
893,NMLCL000972,Layer 5 Continuous Stuttering Nest Basket Cell (1),"Markram, et. al. (2015)"
894,NMLCL000973,Layer 5 Continuous Stuttering Nest Basket Cell (2),"Markram, et. al. (2015)"
895,NMLCL000974,Layer 5 Continuous Stuttering Nest Basket Cell (3),"Markram, et. al. (2015)"
896,NMLCL000975,Layer 5 Continuous Stuttering Nest Basket Cell (4),"Markram, et. al. (2015)"
897,NMLCL000976,Layer 5 Continuous Stuttering Nest Basket Cell (5),"Markram, et. al. (2015)"
898,NMLCL000977,Layer 5 Continuous Stuttering Neurogliaform Cell (1),"Markram, et. al. (2015)"
899,NMLCL000978,Layer 5 Continuous Stuttering Neurogliaform Cell (2),"Markram, et. al. (2015)"
900,NMLCL000979,Layer 5 Continuous Stuttering Neurogliaform Cell (3),"Markram, et. al. (2015)"
901,NMLCL000980,Layer 5 Continuous Stuttering Neurogliaform Cell (4),"Markram, et. al. (2015)"
902,NMLCL000981,Layer 5 Continuous Stuttering Neurogliaform Cell (5),"Markram, et. al. (2015)"
903,NMLCL000982,Layer 6 Continuous Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
904,NMLCL000983,Layer 6 Continuous Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
905,NMLCL000984,Layer 6 Continuous Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
906,NMLCL000985,Layer 6 Continuous Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
907,NMLCL000986,Layer 6 Continuous Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
908,NMLCL000987,Layer 6 Continuous Stuttering Nest Basket Cell (1),"Markram, et. al. (2015)"
909,NMLCL000988,Layer 6 Continuous Stuttering Nest Basket Cell (2),"Markram, et. al. (2015)"
910,NMLCL000989,Layer 6 Continuous Stuttering Nest Basket Cell (3),"Markram, et. al. (2015)"
911,NMLCL000990,Layer 6 Continuous Stuttering Nest Basket Cell (4),"Markram, et. al. (2015)"
912,NMLCL000991,Layer 6 Continuous Stuttering Nest Basket Cell (5),"Markram, et. al. (2015)"
913,NMLCL000992,Layer 6 Continuous Stuttering Neurogliaform Cell (1),"Markram, et. al. (2015)"
914,NMLCL000993,Layer 6 Continuous Stuttering Neurogliaform Cell (2),"Markram, et. al. (2015)"
915,NMLCL000994,Layer 6 Continuous Stuttering Neurogliaform Cell (3),"Markram, et. al. (2015)"
916,NMLCL000995,Layer 6 Continuous Stuttering Neurogliaform Cell (4),"Markram, et. al. (2015)"
917,NMLCL000996,Layer 6 Continuous Stuttering Neurogliaform Cell (5),"Markram, et. al. (2015)"
918,NMLCL000997,Layer 2/3 Delayed Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
919,NMLCL000998,Layer 2/3 Delayed Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
920,NMLCL000999,Layer 2/3 Delayed Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
921,NMLCL001000,Layer 2/3 Delayed Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
922,NMLCL001001,Layer 2/3 Delayed Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
923,NMLCL001002,Layer 2/3 Delayed Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
924,NMLCL001003,Layer 2/3 Delayed Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
925,NMLCL001004,Layer 2/3 Delayed Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
926,NMLCL001005,Layer 2/3 Delayed Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
927,NMLCL001006,Layer 2/3 Delayed Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
928,NMLCL001007,Layer 2/3 Delayed Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
929,NMLCL001008,Layer 2/3 Delayed Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
930,NMLCL001009,Layer 2/3 Delayed Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
931,NMLCL001010,Layer 2/3 Delayed Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
932,NMLCL001011,Layer 2/3 Delayed Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
933,NMLCL001012,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
934,NMLCL001013,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
935,NMLCL001014,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
936,NMLCL001015,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
937,NMLCL001016,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
938,NMLCL001017,Layer 2/3 Delayed Non-accommodating Small Basket Cell (1),"Markram, et. al. (2015)"
939,NMLCL001018,Layer 2/3 Delayed Non-accommodating Small Basket Cell (2),"Markram, et. al. (2015)"
940,NMLCL001019,Layer 2/3 Delayed Non-accommodating Small Basket Cell (3),"Markram, et. al. (2015)"
941,NMLCL001020,Layer 2/3 Delayed Non-accommodating Small Basket Cell (4),"Markram, et. al. (2015)"
942,NMLCL001021,Layer 2/3 Delayed Non-accommodating Small Basket Cell (5),"Markram, et. al. (2015)"
943,NMLCL001022,Layer 4 Delayed Non-accommodating Bitufted Cell (1),"Markram, et. al. (2015)"
944,NMLCL001023,Layer 4 Delayed Non-accommodating Bitufted Cell (2),"Markram, et. al. (2015)"
945,NMLCL001024,Layer 4 Delayed Non-accommodating Bitufted Cell (3),"Markram, et. al. (2015)"
946,NMLCL001025,Layer 4 Delayed Non-accommodating Bitufted Cell (4),"Markram, et. al. (2015)"
947,NMLCL001026,Layer 4 Delayed Non-accommodating Bitufted Cell (5),"Markram, et. al. (2015)"
948,NMLCL001027,Layer 4 Delayed Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
949,NMLCL001028,Layer 4 Delayed Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
950,NMLCL001029,Layer 4 Delayed Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
951,NMLCL001030,Layer 4 Delayed Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
952,NMLCL001031,Layer 4 Delayed Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
953,NMLCL001032,Layer 4 Delayed Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
954,NMLCL001033,Layer 4 Delayed Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
955,NMLCL001034,Layer 4 Delayed Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
956,NMLCL001035,Layer 4 Delayed Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
957,NMLCL001036,Layer 4 Delayed Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
958,NMLCL001037,Layer 4 Delayed Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
959,NMLCL001038,Layer 4 Delayed Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
960,NMLCL001039,Layer 4 Delayed Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
961,NMLCL001040,Layer 4 Delayed Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
962,NMLCL001041,Layer 4 Delayed Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
963,NMLCL001042,Layer 4 Delayed Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
964,NMLCL001043,Layer 4 Delayed Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
965,NMLCL001044,Layer 4 Delayed Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
966,NMLCL001045,Layer 4 Delayed Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
967,NMLCL001046,Layer 4 Delayed Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
968,NMLCL001047,Layer 4 Delayed Non-accommodating Small Basket Cell (1),"Markram, et. al. (2015)"
969,NMLCL001048,Layer 4 Delayed Non-accommodating Small Basket Cell (2),"Markram, et. al. (2015)"
970,NMLCL001049,Layer 4 Delayed Non-accommodating Small Basket Cell (3),"Markram, et. al. (2015)"
971,NMLCL001050,Layer 4 Delayed Non-accommodating Small Basket Cell (4),"Markram, et. al. (2015)"
972,NMLCL001051,Layer 4 Delayed Non-accommodating Small Basket Cell (5),"Markram, et. al. (2015)"
973,NMLCL001052,Layer 5 Delayed Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
974,NMLCL001053,Layer 5 Delayed Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
975,NMLCL001054,Layer 5 Delayed Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
976,NMLCL001055,Layer 5 Delayed Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
977,NMLCL001056,Layer 5 Delayed Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
978,NMLCL001057,Layer 5 Delayed Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
979,NMLCL001058,Layer 5 Delayed Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
980,NMLCL001059,Layer 5 Delayed Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
981,NMLCL001060,Layer 5 Delayed Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
982,NMLCL001061,Layer 5 Delayed Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
983,NMLCL001062,Layer 5 Delayed Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
984,NMLCL001063,Layer 5 Delayed Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
985,NMLCL001064,Layer 5 Delayed Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
986,NMLCL001065,Layer 5 Delayed Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
987,NMLCL001066,Layer 5 Delayed Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
988,NMLCL001067,Layer 5 Delayed Non-accommodating Small Basket Cell (1),"Markram, et. al. (2015)"
989,NMLCL001068,Layer 5 Delayed Non-accommodating Small Basket Cell (2),"Markram, et. al. (2015)"
990,NMLCL001069,Layer 5 Delayed Non-accommodating Small Basket Cell (3),"Markram, et. al. (2015)"
991,NMLCL001070,Layer 5 Delayed Non-accommodating Small Basket Cell (4),"Markram, et. al. (2015)"
992,NMLCL001071,Layer 5 Delayed Non-accommodating Small Basket Cell (5),"Markram, et. al. (2015)"
993,NMLCL001072,Layer 6 Delayed Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
994,NMLCL001073,Layer 6 Delayed Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
995,NMLCL001074,Layer 6 Delayed Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
996,NMLCL001075,Layer 6 Delayed Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
997,NMLCL001076,Layer 6 Delayed Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
998,NMLCL001077,Layer 6 Delayed Non-accommodating Small Basket Cell (1),"Markram, et. al. (2015)"
999,NMLCL001078,Layer 6 Delayed Non-accommodating Small Basket Cell (2),"Markram, et. al. (2015)"
1000,NMLCL001079,Layer 6 Delayed Non-accommodating Small Basket Cell (3),"Markram, et. al. (2015)"
1001,NMLCL001080,Layer 6 Delayed Non-accommodating Small Basket Cell (4),"Markram, et. al. (2015)"
1002,NMLCL001081,Layer 6 Delayed Non-accommodating Small Basket Cell (5),"Markram, et. al. (2015)"
1003,NMLCL001082,Layer 2/3 Delayed Stuttering Bipolar Cell (1),"Markram, et. al. (2015)"
1004,NMLCL001083,Layer 2/3 Delayed Stuttering Bipolar Cell (2),"Markram, et. al. (2015)"
1005,NMLCL001084,Layer 2/3 Delayed Stuttering Bipolar Cell (3),"Markram, et. al. (2015)"
1006,NMLCL001085,Layer 2/3 Delayed Stuttering Bipolar Cell (4),"Markram, et. al. (2015)"
1007,NMLCL001086,Layer 2/3 Delayed Stuttering Bipolar Cell (5),"Markram, et. al. (2015)"
1008,NMLCL001087,Layer 4 Delayed Stuttering Bipolar Cell (1),"Markram, et. al. (2015)"
1009,NMLCL001088,Layer 4 Delayed Stuttering Bipolar Cell (2),"Markram, et. al. (2015)"
1010,NMLCL001089,Layer 4 Delayed Stuttering Bipolar Cell (3),"Markram, et. al. (2015)"
1011,NMLCL001090,Layer 4 Delayed Stuttering Bipolar Cell (4),"Markram, et. al. (2015)"
1012,NMLCL001091,Layer 4 Delayed Stuttering Bipolar Cell (5),"Markram, et. al. (2015)"
1013,NMLCL001092,Layer 4 Delayed Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
1014,NMLCL001093,Layer 4 Delayed Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
1015,NMLCL001094,Layer 4 Delayed Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
1016,NMLCL001095,Layer 4 Delayed Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
1017,NMLCL001096,Layer 4 Delayed Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
1018,NMLCL001097,Layer 5 Delayed Stuttering Bipolar Cell (1),"Markram, et. al. (2015)"
1019,NMLCL001098,Layer 5 Delayed Stuttering Bipolar Cell (2),"Markram, et. al. (2015)"
1020,NMLCL001099,Layer 5 Delayed Stuttering Bipolar Cell (3),"Markram, et. al. (2015)"
1021,NMLCL001100,Layer 5 Delayed Stuttering Bipolar Cell (4),"Markram, et. al. (2015)"
1022,NMLCL001101,Layer 5 Delayed Stuttering Bipolar Cell (5),"Markram, et. al. (2015)"
1023,NMLCL001102,Layer 5 Delayed Stuttering Large Basket Cell (1),"Markram, et. al. (2015)"
1024,NMLCL001103,Layer 5 Delayed Stuttering Large Basket Cell (2),"Markram, et. al. (2015)"
1025,NMLCL001104,Layer 5 Delayed Stuttering Large Basket Cell (3),"Markram, et. al. (2015)"
1026,NMLCL001105,Layer 5 Delayed Stuttering Large Basket Cell (4),"Markram, et. al. (2015)"
1027,NMLCL001106,Layer 5 Delayed Stuttering Large Basket Cell (5),"Markram, et. al. (2015)"
1028,NMLCL001107,Layer 5 Delayed Stuttering Nest Basket Cell (1),"Markram, et. al. (2015)"
1029,NMLCL001108,Layer 5 Delayed Stuttering Nest Basket Cell (2),"Markram, et. al. (2015)"
1030,NMLCL001109,Layer 5 Delayed Stuttering Nest Basket Cell (3),"Markram, et. al. (2015)"
1031,NMLCL001110,Layer 5 Delayed Stuttering Nest Basket Cell (4),"Markram, et. al. (2015)"
1032,NMLCL001111,Layer 5 Delayed Stuttering Nest Basket Cell (5),"Markram, et. al. (2015)"
1033,NMLCL001112,Layer 6 Delayed Stuttering Bipolar Cell (1),"Markram, et. al. (2015)"
1034,NMLCL001113,Layer 6 Delayed Stuttering Bipolar Cell (2),"Markram, et. al. (2015)"
1035,NMLCL001114,Layer 6 Delayed Stuttering Bipolar Cell (3),"Markram, et. al. (2015)"
1036,NMLCL001115,Layer 6 Delayed Stuttering Bipolar Cell (4),"Markram, et. al. (2015)"
1037,NMLCL001116,Layer 6 Delayed Stuttering Bipolar Cell (5),"Markram, et. al. (2015)"
1038,NMLCL001117,Layer 6 Delayed Stuttering Nest Basket Cell (1),"Markram, et. al. (2015)"
1039,NMLCL001118,Layer 6 Delayed Stuttering Nest Basket Cell (2),"Markram, et. al. (2015)"
1040,NMLCL001119,Layer 6 Delayed Stuttering Nest Basket Cell (3),"Markram, et. al. (2015)"
1041,NMLCL001120,Layer 6 Delayed Stuttering Nest Basket Cell (4),"Markram, et. al. (2015)"
1042,NMLCL001121,Layer 6 Delayed Stuttering Nest Basket Cell (5),"Markram, et. al. (2015)"
1044,NMLCL001123,Fast Spiking (FS),"Pospischil, et. al. (2008)"
1045,NMLCL001124,Intrinsically Bursting (IB),"Pospischil, et. al. (2008)"
1046,NMLCL001125,Intrinsically Repetitive Bursting (IBR),"Pospischil, et. al. (2008)"
1048,NMLCL001127,Regular Spiking (RS),"Pospischil, et. al. (2008)"
1055,NMLCL001134,Deep Axoaxonic,"Traub, et. al. (2005)"
1056,NMLCL001135,Deep Basket,"Traub, et. al. (2005)"
1057,NMLCL001136,Deep Low Threshold Spiking (LTS) Interneuron,"Traub, et. al. (2005)"
1058,NMLCL001137,Superficial Layer 2/3 Fast Rhythmic Bursting (FRB) Pyramidal,"Traub, et. al. (2005)"
1059,NMLCL001138,Superficial Layer 2/3 Regular Spiking (RS) Pyramidal,"Traub, et. al. (2005)"
1060,NMLCL001139,Layer 4 Spiny Stellate,"Traub, et. al. (2005)"
1061,NMLCL001140,Layer 5 Tufted Intrinsic Bursting (IB) Pyramidal,"Traub, et. al. (2005)"
1062,NMLCL001141,Layer 5 Tufted Regular Spiking (RS) Pyramidal,"Traub, et. al. (2005)"
1063,NMLCL001142,Layer 6 Nontufted Regular Spiking (RS) Pyramidal,"Traub, et. al. (2005)"
1064,NMLCL001143,Superficial Axoaxonic (Chandelier),"Traub, et. al. (2005)"
1065,NMLCL001144,Superficial Basket,"Traub, et. al. (2005)"
